Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Bates Sit","Mr Magoo Boulder > Magoos > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/116806054/bates-sit,3.0,-1,Boulder,V9-,1,8,37.22838,-122.09569
"Magoo Slap","Mr Magoo Boulder > Magoos > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/118709420/magoo-slap,3.0,-1,Boulder,V9,1,,37.22838,-122.09569
"Mrs. Magoo Traverse","Mrs Magoo Boulder > Magoos > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/110756625/mrs-magoo-traverse,3.0,-1,Boulder,V3+,1,,37.22827,-122.09556
"Hueco Slap","Dog Dish Boulders > Magoos > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/105792950/hueco-slap,3.1,-1,Boulder,V4,1,12,37.22801,-122.09564
"Hueco Wall","Dog Dish Boulders > Magoos > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/105792944/hueco-wall,3.1,-1,Boulder,V5-6,1,12,37.22801,-122.09564
"Dog Dish Traverse Low","Dog Dish Boulders > Magoos > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/119141316/dog-dish-traverse-low,3.0,-1,Boulder,V5-6,1,20,37.22801,-122.09564
"The Slap direct","Dog Dish Boulders > Magoos > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/117328614/the-slap-direct,3.2,-1,Boulder,V5-6,1,,37.22801,-122.09564
"The Spoon","The Spoon > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/105736288/the-spoon,2.9,4,Boulder,V1-2,1,10,37.22876,-122.09615
"Bates Arete","Bates Arete Boulder > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/105736294/bates-arete,3.6,-1,Boulder,V4,1,10,37.22868,-122.09628
"360 Degree Traverse","360 Degree Boulder > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/105736306/360-degree-traverse,3.3,-1,Boulder,V8,1,10,37.22873,-122.09632
"The Offwidth","Parking Lot Rock > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/117083247/the-offwidth,3.0,-1,Boulder,V0+,1,12,37.2296,-122.0952
Flakes,"Parking Lot Rock > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/107439111/flakes,2.8,-1,Boulder,V3-,1,12,37.2296,-122.0952
"Tree Problem","Parking Lot Rock > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/105736297/tree-problem,3.6,-1,Boulder,V4,1,20,37.2296,-122.0952
"Yabo Roof","Parking Lot Rock > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/105736312/yabo-roof,3.5,-1,Boulder,V5,1,10,37.2296,-122.0952
"Coz Daddy","Parking Lot Rock > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/107146358/coz-daddy,3.1,-1,Boulder,V5-6,1,7,37.2296,-122.0952
Deflowered,"Parking Lot Rock > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/118345798/deflowered,3.0,-1,Boulder,V7,1,,37.2296,-122.0952
"The Quiver","Parking Lot Rock > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/116997257/the-quiver,3.0,-1,Boulder,V7,1,15,37.2296,-122.0952
Deforestation,"Parking Lot Rock > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/106319806/deforestation,3.8,-1,Boulder,V9,1,14,37.2296,-122.0952
"Collins problem","Parking Lot Rock > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/111770500/collins-problem,3.0,-1,Boulder,V10,1,,37.2296,-122.0952
"Blind Sided","Cave Boulder > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/106600709/blind-sided,3.0,-1,Boulder,V6-7,1,,37.23029,-122.09657
Groundation,"Cave Boulder > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/106600702/groundation,3.6,-1,Boulder,V7,1,20,37.23029,-122.09657
"Domino Eliminate","Domino > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/118709493/domino-eliminate,3.0,-1,Boulder,V9,1,,37.22786,-122.0966
"Waimea Wall","Castle Rock Proper > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/105736193/waimea-wall,3.1,4,Boulder,V1,1,,37.22862,-122.0962
"Cave Roof","Castle Rock Proper > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/110795774/cave-roof,2.9,-1,Boulder,V3,1,,37.22862,-122.0962
"The Block","Castle Rock Proper > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/113055301/the-block,3.2,-1,Boulder,V4,1,,37.22862,-122.0962
"North Shore aka Waimea Arete","Castle Rock Proper > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/105736190/north-shore-aka-waimea-arete,3.5,-1,Boulder,V5,1,,37.22862,-122.0962
Yabo,"Castle Rock Proper > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/115418593/yabo,4.0,-1,Boulder,V5+,1,,37.22862,-122.0962
"Pyramid Crack","Pyramid Rock > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/110222223/pyramid-crack,3.3,-1,Boulder,"V0 R",1,20,37.22773,-122.09596
"Eco Terrorist","Eco Terrorist Boulder > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/111113288/eco-terrorist,4.0,-1,Boulder,V10,1,,37.22812,-122.09662
"Freakal Terrorist","Eco Terrorist Boulder > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/111770532/freakal-terrorist,3.0,-1,Boulder,V10,1,,37.22812,-122.09662
"Egghead arete","Egghead > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/117328748/egghead-arete,3.0,-1,Boulder,V8-,1,12,37.22755,-122.09575
"Biddles Gold","Upper Biddles Rock > Biddles > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/116645017/biddles-gold,4.0,-1,Boulder,"V2 R",1,20,37.22647,-122.07856
"Biddles Traverse","Upper Biddles Rock > Biddles > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/117054756/biddles-traverse,3.0,-1,Boulder,V6,1,30,37.22647,-122.07856
"Biddles Platinum","Biddles Tower > Biddles > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/116645151/biddles-platinum,3.5,-1,Boulder,V5,1,15,37.22553,-122.08009
"Copperhead Extension","Biddles Tower > Biddles > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/117106413/copperhead-extension,3.0,-1,Boulder,V6,1,25,37.22553,-122.08009
"Blue Steel","Biddles Tower > Biddles > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/117106424/blue-steel,3.5,-1,Boulder,V7,1,15,37.22553,-122.08009
"Fish face","Trail side boulder > Biddles > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/116645216/fish-face,3.0,-1,Boulder,V5,1,7,37.22178,-122.07167
"Hueco Arete","Funny Face Rock > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/116969588/hueco-arete,3.0,-1,Boulder,"V1 R",1,15,37.26612,-122.13716
"Roadkill arete","Roadkill Rock > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/117136192/roadkill-arete,3.0,-1,Boulder,V2,1,20,37.23397,-122.10199
"Roadkill slab","Roadkill Rock > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/117136144/roadkill-slab,3.0,-1,Boulder,V3,1,15,37.23397,-122.10199
"Roadkill traverse","Roadkill Rock > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/117136174/roadkill-traverse,3.0,-1,Boulder,"V4 R",1,20,37.23397,-122.10199
"The Slot","Roadkill Rock > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/117136267/the-slot,4.0,-1,Boulder,V4,1,15,37.23397,-122.10199
Ripples,"Roadkill Rock > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/117242828/ripples,3.0,-1,Boulder,V6,1,,37.23397,-122.10199
"Finger crack project","Roadkill Rock > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/117011804/finger-crack-project,3.0,-1,Boulder,V10,1,20,37.23397,-122.10199
"The Sloping Scoops","Trail Side boulder > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/117051979/the-sloping-scoops,3.0,-1,Boulder,"V0 PG13",1,15,37.22739,-122.104
"Trailside direct","Trail Side boulder > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/117051993/trailside-direct,3.0,-1,Boulder,"V4 R",1,20,37.22739,-122.104
"The Spire","Goat Rock circuit > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/117873186/the-spire,3.0,-1,Boulder,V0-1,1,,37.2282,-122.10791
Caveman,"Goat Rock circuit > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/117873249/caveman,3.0,-1,Boulder,V5,1,,37.2282,-122.10791
"Planet Caravan","Goat Rock circuit > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/117873057/planet-caravan,3.0,-1,Boulder,V6,1,10,37.2282,-122.10791
"Scary Traverse project","Dyno project boulder > Summit Rock boulders > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/117874689/scary-traverse-project,3.0,-1,Boulder,"V5 PG13",1,,37.24071,-122.09862
"Upper Bouldering Cave","Handley Rock Park > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/111896166/upper-bouldering-cave,3.0,-1,Boulder,"V3 R",1,15,37.4657,-122.2694
"Right arete","Alpine Rock > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/116644454/right-arete,3.0,-1,Boulder,V4,1,,37.31317,-122.18936
