Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Parking Area Prow","""Stone Crusade"" Boulders > Aeolian Buttes > * June Lake Bouldering > June Lake Area > Sierra Eastside > California",https://www.mountainproject.com/route/106279849/parking-area-prow,4.0,-1,Boulder,V3,1,12,37.85583,-119.07536
"The Dyno","Left Sector > Bachar Boulders > * June Lake Bouldering > June Lake Area > Sierra Eastside > California",https://www.mountainproject.com/route/106047243/the-dyno,3.0,-1,Boulder,V7,1,15,37.8256,-119.0548
"Problem P","Central Sector > Bachar Boulders > * June Lake Bouldering > June Lake Area > Sierra Eastside > California",https://www.mountainproject.com/route/106048528/problem-p,1.9,-1,Boulder,V0,1,15,37.8259,-119.0545
"Problem O","Central Sector > Bachar Boulders > * June Lake Bouldering > June Lake Area > Sierra Eastside > California",https://www.mountainproject.com/route/106047688/problem-o,2.5,-1,Boulder,V0+,1,,37.8259,-119.0545
"Problem C","Central Sector > Bachar Boulders > * June Lake Bouldering > June Lake Area > Sierra Eastside > California",https://www.mountainproject.com/route/106047416/problem-c,2.0,-1,Boulder,V1,1,15,37.8259,-119.0545
"Problem K","Central Sector > Bachar Boulders > * June Lake Bouldering > June Lake Area > Sierra Eastside > California",https://www.mountainproject.com/route/106047565/problem-k,2.0,-1,Boulder,V1+,1,20,37.8259,-119.0545
"Problem G","Central Sector > Bachar Boulders > * June Lake Bouldering > June Lake Area > Sierra Eastside > California",https://www.mountainproject.com/route/106047499/problem-g,2.4,-1,Boulder,V2,1,20,37.8259,-119.0545
"Problem N","Central Sector > Bachar Boulders > * June Lake Bouldering > June Lake Area > Sierra Eastside > California",https://www.mountainproject.com/route/106047670/problem-n,2.6,-1,Boulder,V2,1,18,37.8259,-119.0545
"Problem E","Central Sector > Bachar Boulders > * June Lake Bouldering > June Lake Area > Sierra Eastside > California",https://www.mountainproject.com/route/106047429/problem-e,2.0,-1,Boulder,V2,1,15,37.8259,-119.0545
"Problem F","Central Sector > Bachar Boulders > * June Lake Bouldering > June Lake Area > Sierra Eastside > California",https://www.mountainproject.com/route/106047440/problem-f,3.0,-1,Boulder,V2+,1,17,37.8259,-119.0545
"Like a Virgin","Central Sector > Bachar Boulders > * June Lake Bouldering > June Lake Area > Sierra Eastside > California",https://www.mountainproject.com/route/106047506/like-a-virgin,3.9,-1,Boulder,"V3 R",1,25,37.8259,-119.0545
"Problem R","Central Sector > Bachar Boulders > * June Lake Bouldering > June Lake Area > Sierra Eastside > California",https://www.mountainproject.com/route/106048542/problem-r,2.7,-1,Boulder,V3,1,12,37.8259,-119.0545
"Problem N - SDS","Central Sector > Bachar Boulders > * June Lake Bouldering > June Lake Area > Sierra Eastside > California",https://www.mountainproject.com/route/106497489/problem-n-sds,2.5,-1,Boulder,V4-,1,20,37.8259,-119.0545
