Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
Unknown,"The Upper Block > Crystal Ridge > Central Owens Valley > Sierra Eastside > California",https://www.mountainproject.com/route/114055120/unknown,3.5,-1,Boulder,V3,1,,36.93867,-118.16229
"Unknown 3","The Lower Block > Crystal Ridge > Central Owens Valley > Sierra Eastside > California",https://www.mountainproject.com/route/114055164/unknown-3,2.0,-1,Boulder,V3,1,,36.93676,-118.16236
Unknown,"The Lower Block > Crystal Ridge > Central Owens Valley > Sierra Eastside > California",https://www.mountainproject.com/route/114055148/unknown,2.5,-1,Boulder,V4,1,,36.93676,-118.16236
"Colin's Arete","The Lower Block > Crystal Ridge > Central Owens Valley > Sierra Eastside > California",https://www.mountainproject.com/route/114055143/colins-arete,3.5,-1,Boulder,V6,1,,36.93676,-118.16236
"Unknown 2","The Lower Block > Crystal Ridge > Central Owens Valley > Sierra Eastside > California",https://www.mountainproject.com/route/114055159/unknown-2,3.0,-1,Boulder,V6,1,,36.93676,-118.16236
"Will's Arete","The Lower Block > Crystal Ridge > Central Owens Valley > Sierra Eastside > California",https://www.mountainproject.com/route/114055154/wills-arete,3.5,-1,Boulder,V7,1,,36.93676,-118.16236
"White Rhino","White Rhino Area > Crystal Ridge > Central Owens Valley > Sierra Eastside > California",https://www.mountainproject.com/route/114055181/white-rhino,3.5,-1,Boulder,V4,1,,36.94694,-118.1564
